"unit","ucumCode","qudtUnit","qudtUri"
"millimolepermetersquaredpersecond","mmol.m-2.s-1","MilliMOL-PER-M2-SEC","http://qudt.org/vocab/unit/MilliMOL-PER-M2-SEC"
"millimolepermetersquaredpersecond","mmol/m2/s1","MilliMOL-PER-M2-SEC","http://qudt.org/vocab/unit/MilliMOL-PER-M2-SEC"
"millimolespermetersquaredpersecond","mmol.m-2.s-1","MilliMOL-PER-M2-SEC","http://qudt.org/vocab/unit/MilliMOL-PER-M2-SEC"
"millimolespermetersquaredpersecond","mmol/m2/s1","MilliMOL-PER-M2-SEC","http://qudt.org/vocab/unit/MilliMOL-PER-M2-SEC"
"mmol/m2/s1","mmol.m-2.s-1","MilliMOL-PER-M2-SEC","http://qudt.org/vocab/unit/MilliMOL-PER-M2-SEC"
"mmol/m2/s1","mmol/m2/s1","MilliMOL-PER-M2-SEC","http://qudt.org/vocab/unit/MilliMOL-PER-M2-SEC"
"millimoles per square meter per second","mmol.m-2.s-1","MilliMOL-PER-M2-SEC","http://qudt.org/vocab/unit/MilliMOL-PER-M2-SEC"
"millimoles per square meter per second","mmol/m2/s1","MilliMOL-PER-M2-SEC","http://qudt.org/vocab/unit/MilliMOL-PER-M2-SEC"
"mmol.m-2.s-1","mmol.m-2.s-1","MilliMOL-PER-M2-SEC","http://qudt.org/vocab/unit/MilliMOL-PER-M2-SEC"
"mmol.m-2.s-1","mmol/m2/s1","MilliMOL-PER-M2-SEC","http://qudt.org/vocab/unit/MilliMOL-PER-M2-SEC"
"millimolepermetersquaredpersecond","mmol.m-2.s-1","MilliMOL-PER-M2-SEC","http://qudt.org/vocab/unit/MilliMOL-PER-M2-SEC"
"millimolepermetersquaredpersecond","mmol/m2/s1","MilliMOL-PER-M2-SEC","http://qudt.org/vocab/unit/MilliMOL-PER-M2-SEC"
"mmol/m2/s","mmol.m-2.s-1","MilliMOL-PER-M2-SEC","http://qudt.org/vocab/unit/MilliMOL-PER-M2-SEC"
"mmol/m2/s","mmol/m2/s1","MilliMOL-PER-M2-SEC","http://qudt.org/vocab/unit/MilliMOL-PER-M2-SEC"
"millimolespermetresquaredpersecond","mmol.m-2.s-1","MilliMOL-PER-M2-SEC","http://qudt.org/vocab/unit/MilliMOL-PER-M2-SEC"
"millimolespermetresquaredpersecond","mmol/m2/s1","MilliMOL-PER-M2-SEC","http://qudt.org/vocab/unit/MilliMOL-PER-M2-SEC"
"mmol.m-3","mmol.m-3","MilliMOL-PER-M3","http://qudt.org/vocab/unit/MilliMOL-PER-M3"
"millimolespermetercubed","mmol.m-3","MilliMOL-PER-M3","http://qudt.org/vocab/unit/MilliMOL-PER-M3"
"millimolespercubicmeter","mmol.m-3","MilliMOL-PER-M3","http://qudt.org/vocab/unit/MilliMOL-PER-M3"
"millimoles per meter cubed","mmol.m-3","MilliMOL-PER-M3","http://qudt.org/vocab/unit/MilliMOL-PER-M3"
"millimolespercubicmeter","mmol.m-3","MilliMOL-PER-M3","http://qudt.org/vocab/unit/MilliMOL-PER-M3"
"mmol/m^3","mmol.m-3","MilliMOL-PER-M3","http://qudt.org/vocab/unit/MilliMOL-PER-M3"
"millimolespermetercubed","mmol.m-3","MilliMOL-PER-M3","http://qudt.org/vocab/unit/MilliMOL-PER-M3"
"millimolepermetercubed","mmol.m-3","MilliMOL-PER-M3","http://qudt.org/vocab/unit/MilliMOL-PER-M3"
"millimolepermetercubed","mmol.m-3","MilliMOL-PER-M3","http://qudt.org/vocab/unit/MilliMOL-PER-M3"
"millimoles per meter cubed per day","mmol.m-3.d-1","MilliMOL-PER-M3-DAY","http://qudt.org/vocab/unit/MilliMOL-PER-M3-DAY"
"millimolespercubicmeterperday","mmol.m-3.d-1","MilliMOL-PER-M3-DAY","http://qudt.org/vocab/unit/MilliMOL-PER-M3-DAY"
"mmol.m-3.d-1","mmol.m-3.d-1","MilliMOL-PER-M3-DAY","http://qudt.org/vocab/unit/MilliMOL-PER-M3-DAY"
"millimolespermole","mmol.mol-1","MilliMOL-PER-MOL","http://qudt.org/vocab/unit/MilliMOL-PER-MOL"
"millimolepermole","mmol.mol-1","MilliMOL-PER-MOL","http://qudt.org/vocab/unit/MilliMOL-PER-MOL"
"mmol.mol-1","mmol.mol-1","MilliMOL-PER-MOL","http://qudt.org/vocab/unit/MilliMOL-PER-MOL"
"millimolepermole","mmol.mol-1","MilliMOL-PER-MOL","http://qudt.org/vocab/unit/MilliMOL-PER-MOL"
"millimolespermole","mmol.mol-1","MilliMOL-PER-MOL","http://qudt.org/vocab/unit/MilliMOL-PER-MOL"
"mN","mN","MilliN","http://qudt.org/vocab/unit/MilliN"
"mN.m","mN.m","MilliN-M","http://qudt.org/vocab/unit/MilliN-M"
"mN.m-1","mN.m-1","MilliN-PER-M","http://qudt.org/vocab/unit/MilliN-PER-M"
"mOhm","mOhm","MilliOHM","http://qudt.org/vocab/unit/MilliOHM"
NA,NA,"MillionUSD","http://qudt.org/vocab/unit/MillionUSD"
"1e6dollars",NA,"MillionUSD","http://qudt.org/vocab/unit/MillionUSD"
NA,NA,"MillionUSD-PER-YR","http://qudt.org/vocab/unit/MillionUSD-PER-YR"
"mPa","mPa","MilliPA","http://qudt.org/vocab/unit/MilliPA"
"mPa.s","mPa.s","MilliPA-SEC","http://qudt.org/vocab/unit/MilliPA-SEC"
"mPa.s.bar-1","mPa.s.bar-1","MilliPA-SEC-PER-BAR","http://qudt.org/vocab/unit/MilliPA-SEC-PER-BAR"
"mR","mR","MilliR","http://qudt.org/vocab/unit/MilliR"
"mREM","mREM","MilliR_man","http://qudt.org/vocab/unit/MilliR_man"
"mrad","mrad","MilliRAD","http://qudt.org/vocab/unit/MilliRAD"
"mRAD.h-1","mRAD.h-1","MilliRAD_R-PER-HR","http://qudt.org/vocab/unit/MilliRAD_R-PER-HR"
"millisiemens","mS","MilliS","http://qudt.org/vocab/unit/MilliS"
"mS","mS","MilliS","http://qudt.org/vocab/unit/MilliS"
"millisiemens","mS","MilliS","http://qudt.org/vocab/unit/MilliS"
"millisiemen","mS","MilliS","http://qudt.org/vocab/unit/MilliS"
"mmho/cm","mS/cm","MilliS-PER-CentiM","http://qudt.org/vocab/unit/MilliS-PER-CentiM"
"mmho/cm","mS.cm-1","MilliS-PER-CentiM","http://qudt.org/vocab/unit/MilliS-PER-CentiM"
"mS/cm","mS/cm","MilliS-PER-CentiM","http://qudt.org/vocab/unit/MilliS-PER-CentiM"
"mS/cm","mS.cm-1","MilliS-PER-CentiM","http://qudt.org/vocab/unit/MilliS-PER-CentiM"
"mS.cm-1","mS/cm","MilliS-PER-CentiM","http://qudt.org/vocab/unit/MilliS-PER-CentiM"
"mS.cm-1","mS.cm-1","MilliS-PER-CentiM","http://qudt.org/vocab/unit/MilliS-PER-CentiM"
"millisiemenspermeter","mS.m-1","MilliS-PER-M","http://qudt.org/vocab/unit/MilliS-PER-M"
"mS.m-1","mS.m-1","MilliS-PER-M","http://qudt.org/vocab/unit/MilliS-PER-M"
"millisecond","ms","MilliSEC","http://qudt.org/vocab/unit/MilliSEC"
"milliseconds","ms","MilliSEC","http://qudt.org/vocab/unit/MilliSEC"
"milliseconds","ms","MilliSEC","http://qudt.org/vocab/unit/MilliSEC"
"ms","ms","MilliSEC","http://qudt.org/vocab/unit/MilliSEC"
"mSv","mSv","MilliSV","http://qudt.org/vocab/unit/MilliSV"
"mT","mT","MilliT","http://qudt.org/vocab/unit/MilliT"
NA,NA,"MilliTORR","http://qudt.org/vocab/unit/MilliTORR"
"millivolt","mV","MilliV","http://qudt.org/vocab/unit/MilliV"
"milivolts","mV","MilliV","http://qudt.org/vocab/unit/MilliV"
"mV","mV","MilliV","http://qudt.org/vocab/unit/MilliV"
"millivolts","mV","MilliV","http://qudt.org/vocab/unit/MilliV"
"mV.m-1","mV.m-1","MilliV-PER-M","http://qudt.org/vocab/unit/MilliV-PER-M"
"millivolts per meter","mV.m-1","MilliV-PER-M","http://qudt.org/vocab/unit/MilliV-PER-M"
"mV.min-1","mV.min-1","MilliV-PER-MIN","http://qudt.org/vocab/unit/MilliV-PER-MIN"
"mW","mW","MilliW","http://qudt.org/vocab/unit/MilliW"
"mW.cm-2.um-1.sr-1","mW.cm-2.um-1.sr-1","MilliW-PER-CentiM2-MicroM-SR","http://qudt.org/vocab/unit/MilliW-PER-CentiM2-MicroM-SR"
"mW.m-2","mW.m-2","MilliW-PER-M2","http://qudt.org/vocab/unit/MilliW-PER-M2"
"mW.m-2.nm-1","mW.m-2.nm-1","MilliW-PER-M2-NanoM","http://qudt.org/vocab/unit/MilliW-PER-M2-NanoM"
"mW.m-2.nm-1.sr-1","mW.m-2.nm-1.sr-1","MilliW-PER-M2-NanoM-SR","http://qudt.org/vocab/unit/MilliW-PER-M2-NanoM-SR"
"mWb","mWb","MilliWB","http://qudt.org/vocab/unit/MilliWB"
"minutes","min","MIN","http://qudt.org/vocab/unit/MIN"
"min","min","MIN","http://qudt.org/vocab/unit/MIN"
"min","min","MIN","http://qudt.org/vocab/unit/MIN"
"minutes","min","MIN","http://qudt.org/vocab/unit/MIN"
"minute","min","MIN","http://qudt.org/vocab/unit/MIN"
"minute","min","MIN","http://qudt.org/vocab/unit/MIN"
"'","'","MIN_Angle","http://qudt.org/vocab/unit/MIN_Angle"
"min","min","MIN_Sidereal","http://qudt.org/vocab/unit/MIN_Sidereal"
"mo","mo","MO","http://qudt.org/vocab/unit/MO"
"month","mo","MO","http://qudt.org/vocab/unit/MO"
"months","mo","MO","http://qudt.org/vocab/unit/MO"
"months","mo","MO","http://qudt.org/vocab/unit/MO"
"month","mo","MO","http://qudt.org/vocab/unit/MO"
"mo_g","mo_g","MO_MeanGREGORIAN","http://qudt.org/vocab/unit/MO_MeanGREGORIAN"
"mo_j","mo_j","MO_MeanJulian","http://qudt.org/vocab/unit/MO_MeanJulian"
"mo_s","mo_s","MO_Synodic","http://qudt.org/vocab/unit/MO_Synodic"
NA,NA,"MOHM","http://qudt.org/vocab/unit/MOHM"
"moles","mol","MOL","http://qudt.org/vocab/unit/MOL"
"mol","mol","MOL","http://qudt.org/vocab/unit/MOL"
"moles","mol","MOL","http://qudt.org/vocab/unit/MOL"
"mole","mol","MOL","http://qudt.org/vocab/unit/MOL"
"mol.Cel","mol.Cel","MOL-DEG_C","http://qudt.org/vocab/unit/MOL-DEG_C"
"mol.K","mol.K","MOL-K","http://qudt.org/vocab/unit/MOL-K"
"mol.dm-3","mol.dm-3","MOL-PER-DeciM3","http://qudt.org/vocab/unit/MOL-PER-DeciM3"
"mol.g-1.h-1","mol.g-1.h-1","MOL-PER-GM-HR","http://qudt.org/vocab/unit/MOL-PER-GM-HR"
"molesperhour","mol.h-1","MOL-PER-HR","http://qudt.org/vocab/unit/MOL-PER-HR"
"mol.h-1","mol.h-1","MOL-PER-HR","http://qudt.org/vocab/unit/MOL-PER-HR"
"molesperkilogram","mol/kg","MOL-PER-KiloGM","http://qudt.org/vocab/unit/MOL-PER-KiloGM"
"molesperkilogram","mol.kg-1","MOL-PER-KiloGM","http://qudt.org/vocab/unit/MOL-PER-KiloGM"
"moles per kilogram","mol/kg","MOL-PER-KiloGM","http://qudt.org/vocab/unit/MOL-PER-KiloGM"
"moles per kilogram","mol.kg-1","MOL-PER-KiloGM","http://qudt.org/vocab/unit/MOL-PER-KiloGM"
"mol.kg-1","mol/kg","MOL-PER-KiloGM","http://qudt.org/vocab/unit/MOL-PER-KiloGM"
"mol.kg-1","mol.kg-1","MOL-PER-KiloGM","http://qudt.org/vocab/unit/MOL-PER-KiloGM"
"moleperkilogram","mol/kg","MOL-PER-KiloGM","http://qudt.org/vocab/unit/MOL-PER-KiloGM"
"moleperkilogram","mol.kg-1","MOL-PER-KiloGM","http://qudt.org/vocab/unit/MOL-PER-KiloGM"
"molesperkilogram","mol/kg","MOL-PER-KiloGM","http://qudt.org/vocab/unit/MOL-PER-KiloGM"
"molesperkilogram","mol.kg-1","MOL-PER-KiloGM","http://qudt.org/vocab/unit/MOL-PER-KiloGM"
"mol/kg","mol/kg","MOL-PER-KiloGM","http://qudt.org/vocab/unit/MOL-PER-KiloGM"
"mol/kg","mol.kg-1","MOL-PER-KiloGM","http://qudt.org/vocab/unit/MOL-PER-KiloGM"
"moleperkilogram","mol/kg","MOL-PER-KiloGM","http://qudt.org/vocab/unit/MOL-PER-KiloGM"
"moleperkilogram","mol.kg-1","MOL-PER-KiloGM","http://qudt.org/vocab/unit/MOL-PER-KiloGM"
"mol.kg-1.Pa-1","mol.kg-1.Pa-1","MOL-PER-KiloGM-PA","http://qudt.org/vocab/unit/MOL-PER-KiloGM-PA"
"mol/L","mol.L-1","MOL-PER-L","http://qudt.org/vocab/unit/MOL-PER-L"
"mol/L","mol/L","MOL-PER-L","http://qudt.org/vocab/unit/MOL-PER-L"
"mol.L-1","mol.L-1","MOL-PER-L","http://qudt.org/vocab/unit/MOL-PER-L"
"mol.L-1","mol/L","MOL-PER-L","http://qudt.org/vocab/unit/MOL-PER-L"
"moleperliter","mol.L-1","MOL-PER-L","http://qudt.org/vocab/unit/MOL-PER-L"
"moleperliter","mol/L","MOL-PER-L","http://qudt.org/vocab/unit/MOL-PER-L"
"moleperliter","mol.L-1","MOL-PER-L","http://qudt.org/vocab/unit/MOL-PER-L"
"moleperliter","mol/L","MOL-PER-L","http://qudt.org/vocab/unit/MOL-PER-L"
"molespermetersquared","mol.m-2","MOL-PER-M2","http://qudt.org/vocab/unit/MOL-PER-M2"
"mol.m-2","mol.m-2","MOL-PER-M2","http://qudt.org/vocab/unit/MOL-PER-M2"
"moles per square meter","mol.m-2","MOL-PER-M2","http://qudt.org/vocab/unit/MOL-PER-M2"
"mole per square meter","mol.m-2","MOL-PER-M2","http://qudt.org/vocab/unit/MOL-PER-M2"
"molepermetersquared","mol.m-2","MOL-PER-M2","http://qudt.org/vocab/unit/MOL-PER-M2"
"molepermetersquared","mol.m-2","MOL-PER-M2","http://qudt.org/vocab/unit/MOL-PER-M2"
"molespermetersquared","mol.m-2","MOL-PER-M2","http://qudt.org/vocab/unit/MOL-PER-M2"
"moles per m2 per day","mol.m-2.d-1","MOL-PER-M2-DAY","http://qudt.org/vocab/unit/MOL-PER-M2-DAY"
"mol.m-2.d-1","mol.m-2.d-1","MOL-PER-M2-DAY","http://qudt.org/vocab/unit/MOL-PER-M2-DAY"
"molepermetersquaredperday","mol.m-2.d-1","MOL-PER-M2-DAY","http://qudt.org/vocab/unit/MOL-PER-M2-DAY"
"molepermetersquaredperday","mol.m-2.d-1","MOL-PER-M2-DAY","http://qudt.org/vocab/unit/MOL-PER-M2-DAY"
"molespersquaremeterpersecond","mol.m-2.s-1","MOL-PER-M2-SEC","http://qudt.org/vocab/unit/MOL-PER-M2-SEC"
"molespermetersquaredpersecond","mol.m-2.s-1","MOL-PER-M2-SEC","http://qudt.org/vocab/unit/MOL-PER-M2-SEC"
"molepermetersquaredpersecond","mol.m-2.s-1","MOL-PER-M2-SEC","http://qudt.org/vocab/unit/MOL-PER-M2-SEC"
"molepermetersquaredpersecond","mol.m-2.s-1","MOL-PER-M2-SEC","http://qudt.org/vocab/unit/MOL-PER-M2-SEC"
"molepersquaremeterpersecond","mol.m-2.s-1","MOL-PER-M2-SEC","http://qudt.org/vocab/unit/MOL-PER-M2-SEC"
"molepersquaremeterpersecond","mol.m-2.s-1","MOL-PER-M2-SEC","http://qudt.org/vocab/unit/MOL-PER-M2-SEC"
"molespersquaremeterpersecond","mol.m-2.s-1","MOL-PER-M2-SEC","http://qudt.org/vocab/unit/MOL-PER-M2-SEC"
"molespermetersquaredpersecond","mol.m-2.s-1","MOL-PER-M2-SEC","http://qudt.org/vocab/unit/MOL-PER-M2-SEC"
"mol.m-2.s-1","mol.m-2.s-1","MOL-PER-M2-SEC","http://qudt.org/vocab/unit/MOL-PER-M2-SEC"
"mol.m-2.s-1.m-1","mol.m-2.s-1.m-1","MOL-PER-M2-SEC-M","http://qudt.org/vocab/unit/MOL-PER-M2-SEC-M"
"mol.m-2.s-1.m-1.sr-1","mol.m-2.s-1.m-1.sr-1","MOL-PER-M2-SEC-M-SR","http://qudt.org/vocab/unit/MOL-PER-M2-SEC-M-SR"
"mol.m-2.s-1.sr-1","mol.m-2.s-1.sr-1","MOL-PER-M2-SEC-SR","http://qudt.org/vocab/unit/MOL-PER-M2-SEC-SR"
"molepercubicmeter","mol/m3","MOL-PER-M3","http://qudt.org/vocab/unit/MOL-PER-M3"
"molepercubicmeter","mol.m-3","MOL-PER-M3","http://qudt.org/vocab/unit/MOL-PER-M3"
"mol.m-3","mol/m3","MOL-PER-M3","http://qudt.org/vocab/unit/MOL-PER-M3"
"mol.m-3","mol.m-3","MOL-PER-M3","http://qudt.org/vocab/unit/MOL-PER-M3"
"mol/m3","mol/m3","MOL-PER-M3","http://qudt.org/vocab/unit/MOL-PER-M3"
"mol/m3","mol.m-3","MOL-PER-M3","http://qudt.org/vocab/unit/MOL-PER-M3"
"molepercubicmeter","mol/m3","MOL-PER-M3","http://qudt.org/vocab/unit/MOL-PER-M3"
"molepercubicmeter","mol.m-3","MOL-PER-M3","http://qudt.org/vocab/unit/MOL-PER-M3"
"mole per cubic meter","mol/m3","MOL-PER-M3","http://qudt.org/vocab/unit/MOL-PER-M3"
"mole per cubic meter","mol.m-3","MOL-PER-M3","http://qudt.org/vocab/unit/MOL-PER-M3"
"mol.m-3.s-1","mol.m-3.s-1","MOL-PER-M3-SEC","http://qudt.org/vocab/unit/MOL-PER-M3-SEC"
"mol.min-1","mol.min-1","MOL-PER-MIN","http://qudt.org/vocab/unit/MOL-PER-MIN"
"molepermole","mol.mol-1","MOL-PER-MOL","http://qudt.org/vocab/unit/MOL-PER-MOL"
"mol.mol-1","mol.mol-1","MOL-PER-MOL","http://qudt.org/vocab/unit/MOL-PER-MOL"
"mol/s","mol.s-1","MOL-PER-SEC","http://qudt.org/vocab/unit/MOL-PER-SEC"
"mol/s","mol/s","MOL-PER-SEC","http://qudt.org/vocab/unit/MOL-PER-SEC"
"mol.s-1","mol.s-1","MOL-PER-SEC","http://qudt.org/vocab/unit/MOL-PER-SEC"
"mol.s-1","mol/s","MOL-PER-SEC","http://qudt.org/vocab/unit/MOL-PER-SEC"
NA,NA,"MoldovanLeu","http://qudt.org/vocab/unit/MoldovanLeu"
NA,NA,"MoroccanDirham","http://qudt.org/vocab/unit/MoroccanDirham"
"Mx","Mx","MX","http://qudt.org/vocab/unit/MX"
"N","N","N","http://qudt.org/vocab/unit/N"
"N.cm","N.cm","N-CentiM","http://qudt.org/vocab/unit/N-CentiM"
"N.m","N.m","N-M","http://qudt.org/vocab/unit/N-M"
"N.m.A-1","N.m.A-1","N-M-PER-A","http://qudt.org/vocab/unit/N-M-PER-A"
"N.m.kg-1","N.m.kg-1","N-M-PER-KiloGM","http://qudt.org/vocab/unit/N-M-PER-KiloGM"
NA,NA,"N-M-PER-M","http://qudt.org/vocab/unit/N-M-PER-M"
NA,NA,"N-M-PER-M-RAD","http://qudt.org/vocab/unit/N-M-PER-M-RAD"
"N.m.m-2","N.m.m-2","N-M-PER-M2","http://qudt.org/vocab/unit/N-M-PER-M2"
NA,NA,"N-M-PER-RAD","http://qudt.org/vocab/unit/N-M-PER-RAD"
"N.m.s-1","N.m.s-1","N-M-SEC","http://qudt.org/vocab/unit/N-M-SEC"
NA,NA,"N-M-SEC-PER-M","http://qudt.org/vocab/unit/N-M-SEC-PER-M"
NA,NA,"N-M-SEC-PER-RAD","http://qudt.org/vocab/unit/N-M-SEC-PER-RAD"
NA,NA,"N-M2","http://qudt.org/vocab/unit/N-M2"
"N.m2.A-1","N.m2.A-1","N-M2-PER-A","http://qudt.org/vocab/unit/N-M2-PER-A"
"N.m2.A-1","N.m2/A","N-M2-PER-A","http://qudt.org/vocab/unit/N-M2-PER-A"
"N.m2/A","N.m2.A-1","N-M2-PER-A","http://qudt.org/vocab/unit/N-M2-PER-A"
"N.m2/A","N.m2/A","N-M2-PER-A","http://qudt.org/vocab/unit/N-M2-PER-A"
"N.m.kg-2","N.m.kg-2","N-M2-PER-KiloGM2","http://qudt.org/vocab/unit/N-M2-PER-KiloGM2"
"N.A-1","N.A-1","N-PER-A","http://qudt.org/vocab/unit/N-PER-A"
"N.C-1","N.C-1","N-PER-C","http://qudt.org/vocab/unit/N-PER-C"
"N.cm-1","N.cm-1","N-PER-CentiM","http://qudt.org/vocab/unit/N-PER-CentiM"
"N.cm-2","N.cm-2","N-PER-CentiM2","http://qudt.org/vocab/unit/N-PER-CentiM2"
"N.kg-1","N.kg-1","N-PER-KiloGM","http://qudt.org/vocab/unit/N-PER-KiloGM"
"N/m","N.m-1","N-PER-M","http://qudt.org/vocab/unit/N-PER-M"
"N/m","N/m","N-PER-M","http://qudt.org/vocab/unit/N-PER-M"
"N.m-1","N.m-1","N-PER-M","http://qudt.org/vocab/unit/N-PER-M"
"N.m-1","N/m","N-PER-M","http://qudt.org/vocab/unit/N-PER-M"
"N.m-2","N.m-2","N-PER-M2","http://qudt.org/vocab/unit/N-PER-M2"
"N.m-3","N.m-3","N-PER-M3","http://qudt.org/vocab/unit/N-PER-M3"
"N.mm-1","N.mm-1","N-PER-MilliM","http://qudt.org/vocab/unit/N-PER-MilliM"
"N.mm-2","N.mm-2","N-PER-MilliM2","http://qudt.org/vocab/unit/N-PER-MilliM2"
NA,NA,"N-PER-RAD","http://qudt.org/vocab/unit/N-PER-RAD"
"N.s","N.s","N-SEC","http://qudt.org/vocab/unit/N-SEC"
"N.s.m-1","N.s.m-1","N-SEC-PER-M","http://qudt.org/vocab/unit/N-SEC-PER-M"
"N.s.m-3","N.s.m-3","N-SEC-PER-M3","http://qudt.org/vocab/unit/N-SEC-PER-M3"
NA,NA,"N-SEC-PER-RAD","http://qudt.org/vocab/unit/N-SEC-PER-RAD"
NA,NA,"Naira","http://qudt.org/vocab/unit/Naira"
NA,NA,"Nakfa","http://qudt.org/vocab/unit/Nakfa"
NA,NA,"NamibianDollar","http://qudt.org/vocab/unit/NamibianDollar"
"nA","nA","NanoA","http://qudt.org/vocab/unit/NanoA"
"nBq.L-1","nBq.L-1","NanoBQ-PER-L","http://qudt.org/vocab/unit/NanoBQ-PER-L"
"nC","nC","NanoC","http://qudt.org/vocab/unit/NanoC"
"nF","nF","NanoFARAD","http://qudt.org/vocab/unit/NanoFARAD"
"nF.m-1","nF.m-1","NanoFARAD-PER-M","http://qudt.org/vocab/unit/NanoFARAD-PER-M"
"ng","ng","NanoGM","http://qudt.org/vocab/unit/NanoGM"
"nanogram","ng","NanoGM","http://qudt.org/vocab/unit/NanoGM"
"ng.d-1","ng.d-1","NanoGM-PER-DAY","http://qudt.org/vocab/unit/NanoGM-PER-DAY"
"ng/kg","ng.kg-1","NanoGM-PER-KiloGM","http://qudt.org/vocab/unit/NanoGM-PER-KiloGM"
"ng/kg","ng/kg","NanoGM-PER-KiloGM","http://qudt.org/vocab/unit/NanoGM-PER-KiloGM"
"ng.kg-1","ng.kg-1","NanoGM-PER-KiloGM","http://qudt.org/vocab/unit/NanoGM-PER-KiloGM"
"ng.kg-1","ng/kg","NanoGM-PER-KiloGM","http://qudt.org/vocab/unit/NanoGM-PER-KiloGM"
"nanogramperliter","ng.L-1","NanoGM-PER-L","http://qudt.org/vocab/unit/NanoGM-PER-L"
"nanogramsperliter","ng.L-1","NanoGM-PER-L","http://qudt.org/vocab/unit/NanoGM-PER-L"
"nanograms per liter","ng.L-1","NanoGM-PER-L","http://qudt.org/vocab/unit/NanoGM-PER-L"
"ng.L-1","ng.L-1","NanoGM-PER-L","http://qudt.org/vocab/unit/NanoGM-PER-L"
"nanogramsperliter","ng.L-1","NanoGM-PER-L","http://qudt.org/vocab/unit/NanoGM-PER-L"
NA,NA,"NanoGM-PER-M2-PA-SEC","http://qudt.org/vocab/unit/NanoGM-PER-M2-PA-SEC"
"nanogrampercubicmeter","ng.m-3","NanoGM-PER-M3","http://qudt.org/vocab/unit/NanoGM-PER-M3"
"nanogramspercubicmeter","ng.m-3","NanoGM-PER-M3","http://qudt.org/vocab/unit/NanoGM-PER-M3"
"nanograms per cubic meter","ng.m-3","NanoGM-PER-M3","http://qudt.org/vocab/unit/NanoGM-PER-M3"
"nanogramspercubicmeter","ng.m-3","NanoGM-PER-M3","http://qudt.org/vocab/unit/NanoGM-PER-M3"
"ng.m-3","ng.m-3","NanoGM-PER-M3","http://qudt.org/vocab/unit/NanoGM-PER-M3"
"nanogramspermicroliter","ng.uL-1","NanoGM-PER-MicroL","http://qudt.org/vocab/unit/NanoGM-PER-MicroL"
"nanograms per microliter","ng.uL-1","NanoGM-PER-MicroL","http://qudt.org/vocab/unit/NanoGM-PER-MicroL"
"ng.uL-1","ng.uL-1","NanoGM-PER-MicroL","http://qudt.org/vocab/unit/NanoGM-PER-MicroL"
"nanogram per microliter","ng.uL-1","NanoGM-PER-MicroL","http://qudt.org/vocab/unit/NanoGM-PER-MicroL"
"nanogramspermilliliter","ng.mL-1","NanoGM-PER-MilliL","http://qudt.org/vocab/unit/NanoGM-PER-MilliL"
"nanogrampermilliliter","ng.mL-1","NanoGM-PER-MilliL","http://qudt.org/vocab/unit/NanoGM-PER-MilliL"
"ng.mL-1","ng.mL-1","NanoGM-PER-MilliL","http://qudt.org/vocab/unit/NanoGM-PER-MilliL"
"nH","nH","NanoH","http://qudt.org/vocab/unit/NanoH"
"nH.m-1","nH.m-1","NanoH-PER-M","http://qudt.org/vocab/unit/NanoH-PER-M"
"nL","nL","NanoL","http://qudt.org/vocab/unit/NanoL"
"nanometers","nm","NanoM","http://qudt.org/vocab/unit/NanoM"
"nm","nm","NanoM","http://qudt.org/vocab/unit/NanoM"
"nanometer","nm","NanoM","http://qudt.org/vocab/unit/NanoM"
"nm.cm-1.PSI-1","nm.cm-1.PSI-1","NanoM-PER-CentiM-PSI","http://qudt.org/vocab/unit/NanoM-PER-CentiM-PSI"
"nm.mm-1.MPa-1","nm.mm-1.MPa-1","NanoM-PER-MilliM-MegaPA","http://qudt.org/vocab/unit/NanoM-PER-MilliM-MegaPA"
"nm2","nm2","NanoM2","http://qudt.org/vocab/unit/NanoM2"
"nmol.cm-3.h-1","nmol.cm-3.h-1","NanoMOL-PER-CentiM3-HR","http://qudt.org/vocab/unit/NanoMOL-PER-CentiM3-HR"
"nanomolespergrampersecond","nmol.g-1.s-1","NanoMOL-PER-GM-SEC","http://qudt.org/vocab/unit/NanoMOL-PER-GM-SEC"
"nanomolepergrampersecond","nmol.g-1.s-1","NanoMOL-PER-GM-SEC","http://qudt.org/vocab/unit/NanoMOL-PER-GM-SEC"
"nanomolepergrampersecond","nmol.g-1.s-1","NanoMOL-PER-GM-SEC","http://qudt.org/vocab/unit/NanoMOL-PER-GM-SEC"
"nanomolespergrampersecond","nmol.g-1.s-1","NanoMOL-PER-GM-SEC","http://qudt.org/vocab/unit/NanoMOL-PER-GM-SEC"
"nanomoles per gram per second","nmol.g-1.s-1","NanoMOL-PER-GM-SEC","http://qudt.org/vocab/unit/NanoMOL-PER-GM-SEC"
"nanomolespergramspersecond","nmol.g-1.s-1","NanoMOL-PER-GM-SEC","http://qudt.org/vocab/unit/NanoMOL-PER-GM-SEC"
"nmol.g-1.s-1","nmol.g-1.s-1","NanoMOL-PER-GM-SEC","http://qudt.org/vocab/unit/NanoMOL-PER-GM-SEC"
"nmol.kg-1","nmol.kg-1","NanoMOL-PER-KiloGM","http://qudt.org/vocab/unit/NanoMOL-PER-KiloGM"
"nanomoles per liter","nmol/L","NanoMOL-PER-L","http://qudt.org/vocab/unit/NanoMOL-PER-L"
"nanomoles per liter","nmol.L-1","NanoMOL-PER-L","http://qudt.org/vocab/unit/NanoMOL-PER-L"
